hash_sha256;hash_sha1;hash_md5;domain;url;ip;mail
50c8d5ed731c81fd716697aff0643331e39f939e305a8c5e9a25af9997057468;63d87f24b84f1e47242527478fb5bd04c3b8317d;526ba5ed2181745746aae300a2cf4ee4;scryptmail.com;;93.184.164.178;info@fen.echohaus.de
02901340842ac53bba2ca25aa8c52300435c1c7f8c273521d54c60c4ffb92a00;ffb6b76ab68769856ab5cb0f04b459a70e1e69c1;905fab6c13564fda0d93cdd4949d8882;openmail.cc;;80.75.212.9;support@zn.nachhaltigelise.de
2b4b2a707662973236ae9b2fc732533b5d7236b279a2fccb2874da07e09af4b3;17f1e2962e76eaeb18ae000fc6cec224baf0bc7b;a2259c6e504033a646fd7a47c1d0c490;safe-mail.net;;85.94.240.211;service@zn.nachhaltigelise.de
08b8b5c623bd115853cacfa860262fc966334f844a0bda1ed0dfb64bed0e8504;ee5189567ec384377f4cbd6ffef5cc5594795cd7;a23affb6b718c49f6b400e63f21a2cb9;Checking-chaeverif.ml;;83.222.190.90;info@hn.neueinternetideen.de
522bc9f80114687510e8d10dfda79cf57064a6a16fd8d773ec133182182210f9;3a8be71ab7f4d6bacf694d89ba276acd41976afb;96ab32cdb8afdd8b72dcf4f7b454402d;40-38.xyz;;103.174.122.138;support@hn.neueinternetideen.de
d94f16865de67b97fd6b953c54914d10e92cf8948843f8c8a275126af4b7805d;9eea0d7630f04dfdbb1ad98e7fa516537c0d2e2a;5d73f496cd9308852677fc4a0c376fa6;40-62.xyz;;63.176.113.219;technique@jur.markisetorn.de
ed3062a73c2cf0710b2e6d8f2e5216b76506bf4ecb16052016cf629647fd9277;aa753a9126a0c10f2f9b4627f5754db19aae52fc;d19757c2fcecc2591586c0ac265c35d9;40-37.xyz;;87.120.112.169;info@jur.markisetorn.de
fcb5c0cc5d0ba771854d51685ac1134d2ed1322f9387c45cdb65e3463cb83634;730aa4aa4d35bdf4c1d3305996dd7920bcd1121d;2aeaf374e12cd9afcfe0114ef4a5b477;40-36.xyz;;103.140.73.191;do-not-reply@hireez-privacy.com
2ae1c7a5828344b803f6c5085ff52866be49fc5ec3c3e868d850283a6e8fce59;39a7634b3d7c62cf2b1e7a19fadeda12962b3468;9d60d8928bc0478b3029e59024b5f407;40-41.xyz;;103.192.199.116;info@druckerei-fuchs.de
0d14157596c619d7a083dc7d6f62802f12f29ef2cc89ee2faa817711b4f5f2d9;883f6b0427becfa143077762563f901863a2ff3f;57897fb9eb1eda035a5553020a14aba1;40-39.xyz;;62.210.101.204;pr@hr.domarkistapov.de
8f79639475ceda9827e223680492e928ede5984dff55438e3f58558cb5842aa2;17091b51b057ca6a3fc410ce6128e92e9280a6b6;ec7de96143e5b4fe8713ad5e9a489e43;40-32.xyz;;194.169.160.137;ciavoodoo@gmail.com
f2a7baa5c16c333386a2ddbe989387d32c5d1072ded70b67ca0d4a081cceade5;f4822fdffbb0d7b7ab18de185a2fdba00f67e193;7bdde2b3be1705cb3d8c88dc128e2dde;office-constructor.ddns.net;;62.210.101.202;ukraine@news.impact-initiatives.org
e28b1212adc862b9041201c510b3fabd9df344fa24c74529f3dc8d945aa8df6e;581830bc0cee407c5e5a720931522a4c25b2d9f0;2f91acd98787a3ccfae98de192c18c8d;mailfence.com;;59.31.241.241;patience@kulika.org
90cae58ef433ae59c5b1bce2fce56a9df21af91e8982970d71a5c1b2224663d4;16378a035f882c591cd1727bea8b53bf3e11b5b4;c70d93fa9e3529cec35ba88ef4d7c087;secmail.pro;;95.156.224.90;
09b7d4015f3206c07ce3194ec06c5efe010bdcd9a676a6574c91f9bde6d8c331;f6c58078117b4eec6a415a210fa23c2b8736ccbd;6590d73b69b1024b3f9108c5b5aeabc1;mail2tor.com;;141.105.67.7;
5bf8bb40d3b7c932dc231501a66205e1ae371ec0bd16426d8d4e8213c22c9f41;e1c14f994e68562521e29c9929d03b95caa9ad75;a9bf86474ee6fe20f4990da6a989b3da;cock.li;;128.22.151.111;
ca5828dc8be89194c479ca84ed01a55007d9e5272a362f12358c6c5266587581;0fb357d8a259415242aa3454db63e727b96acc62;07db51082a98581a8650fca2525fd68a;countermail.com;;37.60.239.46;
7aac112635cbde748a97b38f6a52aaebbc3f0050f81cf36ccdc6c294c214fd73;72cfda2bb3914e5696c7f233daa515a2028ab2ef;23296cd80227f6ca6d00221d42c1c7af;kolabnow.com;;62.210.101.201;
debf78ac913e3b76debc7c4745d1e9ff858d6f3392ad02db78eb18408ac4beaf;95a6a416f682a9d254e76ec38ade01ce241b3366;02bebda14734b392c40e86a08717e140;riseup.net;;50.5.18.79;
d524ee4c7f70b45694218e309e9aaef64f96e812505c9c95891585555a195459;9f6f64b565596d59ec2c939a303ef10479772079;5dcd712fdbd0fbe21fef267698eabb51;scryptmail.com;;51.178.39.194;
c70801664edcbdc2b931041a33fc8edc25f74db22f427a3b42f0e2698b85236d;a1a2ae1cf861bde9eb08e3e0aebb03331f5f7f04;6d069a82708d633c3d9f78e1ab466ac2;openmail.cc;;185.91.127.43;
81cb6a984a5eb6db5a92f94309a371916b64b2eec9cc6833ae48650886ed5239;ab7d2512c91872cfe4b72de2883fc8839e49d79e;1885aa63f2ba6c71ae4feec4ca0e2f36;safe-mail.net;;62.210.101.197;
6702a069a9744316e17af29df2e586cf3df5bbe2e8e6c316249b96c016aeba10;825d366a2338b53347baf4c3d25eda99c086eddb;80a43b5caa9137dd0d5dd966d611d42d;airmail.cc;;157.230.236.62;
393BF67D7782D08ECBE50B172BA7D39AAAEAAA2BB7900A4FC15C782C36D83719;d08acab7341ba6ba07fb9c38b5280b659037fe26;79ede452154aa5c33867c63b27d88d4f;librebooton.ddns.net;;62.210.101.12;
9F1445B50B247848DFFD2A2FC01A8033C85803E705E9A26D07B5AE8D19096114;1f6eaac88999205127007dbe06c34cefa46eab1d;67c59f8b488a87f031e586efe22c9d4b;golitrops.xyz;;147.78.47.218;
548f6937985adb04cce6bda4127f3d2af247feada21eda348d1d6a0e8dd7d2c7;198054b26aa1895ae9e6533a449d52dadbbcd0b5;544f97d08c44accf6feb140704686ad9;microsoft-onthehub.com;;147.78.47.118;
f2079fe72b86eddb5c15d9b80c2cc59076a08c0fbbacc4663d5573f5fe40e88d;fe133fbc7fa7369e6412aeca7f7de061cd9ff73c;3b0d58b3f38bc571a0b5516db6c4df78;placeuntilknownparent.com;;156.238.99.56;
485fcf4c2834e20d71b6765eccd79f6b0880d6a9fdc5d3e519a943862e9b8246;9e9a34519f03aa0491723153a4c110240aeb08de;eb4f6b4bd57a2ac6e08dd40c08bed623;tuesyuioodpps.xyz;;4.231.6.89;
855061a138f21d18149b6a844943362526d358acff5a0dc487bedd30b97774d2;eed323dbbb7449b8982be6029268479288ca68e2;b5270b8bfa0cd84a7aae296ab7bcf8e5;maiamirainy.at;;85.214.12.9;
5369e2b8a77987a6a9a3f850f128107a110ea85dc99b8dbed7d24be8e99ba93d;909dc80e4a463f7de569decea30683e77f1b6d3e;1ceb8f9984eaec5081554a932f5ea18b;news-deck.at;;117.190.77.73;
2993aa8cfdfa5de2833021affa50f83c109daa085e5cb6fdbf966e7485f09751;dccfb7c48646a6538e50c0876e3e621f50d6e43d;97613fd9bafae59053135a58f3fb4fb3;drunt.at;;194.50.16.95;
2ee2eeac5ebd87c3e1a8540a6be971cbde294d13ccff27c3dec5fd7029c840ae;122169fb426e0d456b61da4cdd378d62218b6d25;24e0d2015f662ea2f5b7c0e5710a1a3a;enwps.com;;122.234.34.117;
94dc4632159764895ff15118dacc7c5b4c3f84722b4ae5c89b9b120adeec92bf;bd85538e16afe3ddd158f7df4827998bda68b967;9ffc2712d5e355651081f5cca3b41a6c;immchy.com;;63.176.211.150;
10af5707c8f1a59c31d0f57d99f6ca4386ba7cadd3b6b71a0eac05eacf631f5e;cf2d28b6799c2e47c71e4d4007acdb0c70f2c092;f567b6c855c603df4fc914ce307de065;autic.vn;;185.216.71.139;
27379612c139d3c4a0c6614ea51d49f2495213c867574354d7851a86fdec2428;ee3514f16055d01ba7b20c98b3d22d68ed6539d5;157bd8086064f292226162aa698c7c30;e-sadgov.pl;;178.33.41.129;
2bcf331952cdecfdfcbd3463c84e33c0b07ade598e694ca9eba464a3bd1463a9;5bcec7de7080a512c15608579ee74428732d44cb;bfe0da0f8c06f532d699bf24efd35cbd;knfgov.pl;;123.129.219.127;
662c21ee2aab3a65de038e9d1d3765093c2dddb0eb4a6ed73799b074f74bb8b9;779a0e1d989b13882de3744f672bec852a55c0a4;f896ac218451ca62e79d9ab776adb2f8;kprmgov.pl;;94.156.177.248;
08927d7955b1be7fd05d81a73057242117540094dda7cca1c162f3aea18c2854;d465c0b0f0d4aef7da057dcf5a9eefe5cf7e62ee;0ca753d4699587ff19e0cd5719edaff8;mgmgov.pl;;79.124.62.134;
0abbdfbd83bad51650108b4f5a43b3bc07a347aa0b61fa4ec4431ad9cd18a588;e0a9e15e96df7cf01b60c81a942f38bf711765e7;f2557cf1f2fcc270bf6e9fa4b9e1e1f2;migov.pl;;103.214.175.117;
63c36198fce42c7c69b8eebadc0df79c77d27a711e050b20aa130b1a814c0197;8f57c8a892d7d91a6956bcb90e369844f881dc2b;a730586ab353bc5049186903206faa1e;mongov.pl;;77.90.22.51;
f56775b2bc86a692982b0013e1d3ed5445db708ebbb0e70001b9e6df1dfbd193;1c6124c84ef534da8ebef64f3f113bf67d844237;c4aed86bb30fa130a642e501c720e445;mrgov.pl;;109.199.104.133;
6da8b8e1b1f1db5c5497500cc342b5778541c2d6584a958ce64ae77c09895ecc;18f2b3c265c8cb3dfc839e276c8b991e2dc03eaf;e35c61ebe91c031d45c2ae5fee1ce298;nikgov.pl;;152.32.90.156;
ef791bb87a607599ac0193cccba8644367b89eeb7706b2ac0489c318eb2c62cd;441785ce1eeed9758a1dff9bc113b626d5d2c739;1ce24411a166bce454ef7dc10762da5d;nsagov.pl;;103.69.226.125;
e2150f160d11a8a7917b38060171eceeb1d68209ca5c81394682b0d828f35ac9;d4be64a81ed25abdc6dc905f8b0724b0c3b2a1b4;694d036934436a54746956bb0b692e5e;srgov.pl;;117.190.128.246;
927d945476191a3523884f4c0784fb71c16b7738bd7f2abd1e3a198af403f0ae;db8c6ea90b1be5aa560bfbe5a34577eb284243af;9f23bd89694b66d8a67bb18434da4ee8;swwgov.pl;;103.140.73.76;
320cf030b3d28fcddcf0a3ef541dea15599d516cb6edaad53ec9be6b708d15c2;21d7bae9a454e91def08ca0ccffdee3215524b3c;e5fa44fdc9b14c13d3920bad49f0fff3;uwgov.pl;;206.189.162.110;
f4e60792b136f02c28fd35322ee58bf723aeaa3611d286417d8b2b0707612cdc;800375689cef87a42477b5cf02a00dcd908f4839;69badeba72e3fff74200158daf17c616;eobywatel-gov.com;;138.68.1.237;
16b4664969ce27b9914dc9d41b5baa16a341e00f442527efffd478a73a014fa1;afeb330ea75da11608bc4f32d3490ed38cfd4c11;afb30fed336e9b1e5e8ea5d941691b2a;rhyssmart.co.uk;;142.93.16.49;
d0b22ae087511553366f2c9292424f5f3bebbbe621ed54a91d52b9f8d96f594e;661e3877b2241dc4b5242cb8099499cc5e616893;1500424ddb5f27686a64dbeec27f56fe;remedyfastlocal.info;;91.191.209.54;
5134abe5dc819aae6cd91607cad4ab81f79dae8531dbdbfcac3631d95f82ab4c;8b1d1911e1852545a76a8da0a09929f917f4f579;6eeac6c4484bba165194fe549cec7b26;www6238ug.sakura.ne.jp;;138.121.120.10;
18f4eaf1e5e83d974786e31207c47f1378dc4aee5091d62653c0480ea4731759;8110d13efd40b251f3ec964f0f279c3129b6d124;da06734f45a86b28e5f6e73cdde69ae3;duckdns.org;;203.25.215.13;
7ec6600a6e99fd943e702f0e35b4410e19b3149a2dd03521fba9efabbbac5f21;daceeca9a1b717cc1e5834c42dfc05ae0179feda;547baa736c9c9bdcde4cc14c8c4022f1;mail.vxuga.top;;188.93.118.27;
e623ccc3e7951238e956cd57702bc2375b0649d5d550fb4ad29e24f6b9323adf;21c04352720541f6501d3936edf81dec775c0bf9;bf5d494db504a26954e09b7d0ab975a0;diversifeidag.com;;18.201.193.9;
6127bb7d8027d62d97d8f0a41730cb53f1b5b2237bb51619787398d93bd3ac5c;fe46e277954c0f89e2d4a71cb084438ec5de6569;5b85c508d47fa16e158e11e79e45b447;ahbnti.com;;104.156.155.8;
1cc350707003853dc6492a071fde550a68be6903b8319b09c1e2a2e12a35dbe3;65c0b0241e96f0dcfbefab84f41504ed64ce77be;d71dc91d1e85a86dd615aa439d2e8c4c;lzglnter.com;;83.222.191.130;
3a002e9eabcc629716e83e44bb3eaf261a0a57d7e15f9c69482bc707e08ad2de;548a6b249a9b89194a5a85f78e7fd1464ec53a06;ac95a1ead58ebf00c9ce5cf702acb98e;topprice.cz;;165.227.238.235;
240387329dee4f03f98a89a2feff9bf30dcba61fcf614cdac24129da54442762;f8ac123e604137654759f2fbc4c5957d5881d3d1;0c4374d72e166f15acdfe44e9398d026;info-gov.pl;;47.236.117.252;
7682b842ed75b69e23c5deecf05a45ee79c723d98cfb6746380d748145bfc1af;a6d924bc3dad2877866477e0bb5052e09f11c81f;bf340b3ff326cede17c688bc4092a27b;obywatel-gov.pl;;118.99.188.221;
aafdfe348d059037063d05620356cf53faa9a7bc94f69cea8ba3fc5da91e2620;770677b73457ad1066a9ddadce42fa64a7ff3d10;c3563ab4b29c903be9aa212d89dc4ac4;weryfikacja-gov.pl;;92.255.57.59;
4ef58d34d748aae0e1143faba71238eb9910cea26cbc530d8d3c125d8c60789e;8fd2e1854a44f7022e64e49ef1b00ebcbd8ccd6b;ec5949944c365fa50c40831db3f54aff;wnioski-gov.pl;;154.213.184.18;
f50b95b06989cbfd7009c6e5638f9636d9b19218952e14b874488f036338fe33;9beb52b3b4862ce8bcb875535dd5feb54f0c7eb4;fc4905c5a2534b66332f7d46c1a79aa3;xn--e-dowd-gov-kbb.pl;;163.171.140.37;
6cde52beca99a4d3229034960a459fab546547abeaaf652f9876358365a3a618;99a2bf3f66a82541a0477668cde1333f6fb595c2;89ac2b7f5a4a211d560a6f4a92ae2247;e-dowód-gov.pl;;156.238.98.188;
6b549fb934abad6982b0174fd8d0273a516d8c24f268bf225af2f75c338e14e3;516c89bf6f7d42d14abc153f76034ac633d1f57d;5c262300d707ff0db5a09421def6696d;bipgov.pl;;198.50.207.22;
4bdebee4a02762edf91962f6fc645e1fdb5a6b591b4ba3a860a129604c1b550d;980dcafbfc7b4572b6c7d04f9e003e961730d0fb;7360eb6fa33f74b3efeb63c8ef2bd281;cepikgov.pl;;138.97.13.118;
7abb769dacc146690a2fd639340571e064f00d0e6786e10d90b9618925900799;0b6d5b759dda564d2d3c82a189756051fa542fe5;e9e81158dc95db1689321f229f83fd28;cudzoziemcygov.pl;;179.51.178.5;
d9925628a0ef1fcc26b129405d5514ab224f012b5bb0a4d93398049a028b2508;c061471476cd98d715ab39f7165eb20bc9e19636;54bcaff9ceac4c73df6626007c2eb9c9;danegov.pl;;45.172.12.243;
9ab83ab5ebed13f082970b5d0fce98adf85892290c1eb9608959975acc4e43b2;9e7838ba2dc62433d6050e09adab7d6b529c8d2a;a4d814e9e97b93f5882a930d290a04e3;e-konsulatgov.pl;;163.47.37.129;
499fbb163155c9ddf1ea79a16f5bb1a752af4e25bfc4ad7e482ffde471b6cde3;7b6c16fd46a6858fcc0b8e33083e6e1c9e597bb2;bddf1c87f9f063cc690ac24a4dd5b161;ezdrowiegov.pl;;110.40.67.238;
dfabd534fc274ab0a1e52bab80c95dd61214fb235c8855d2f2ce609e89a11535;0102a1b4686434283f1b63a7f4b373af6dd1f036;1afea3b3ea5c80cf8441dd05d7a3c375;funduszeeuropejskiegov.pl;;154.213.184.66;
b1660b65514182bf97a767caa264b0500ef14692e69dae6ddca344591e7e016d;40702dc4f773cfa3fcf03c62ec810ba3f5e6b72d;921ac551fe8d88c2185f39f0e777eabd;funduszsprawiedliwoscigov.pl;;57.129.64.219;
afab912c41c920c867f1b2ada34114b22dcc9c5f3666edbfc4e9936c29a17a68;5c7b10241c27005b804119be34b18d9ae38c2d39;14e0a802b64a6ce08f1ee408655257e4;giosgov.pl;;79.124.62.230;
d4704ca87e4e6072526a67adbf5e5a752172e947a4e6354d962455b4dce37994;8e0a6fe27090e76ecac36cc7be25de7a551c029a;b40361fe26889021f4f934c9b68aaa0a;gisgov.pl;;106.75.86.153;
a1658b979357f174c83dcd9867941d8cd917beb3ea67720fa43b6340b27762ba;15bd1122fe1a910c3b8f255bbe74de5ffed57fd2;457a2d0c13db31222c66c3e623d88063;granicagov.pl;;47.236.16.115;
4d1c37dac45daec5880750b8499b337e6ccf3696bfd645c4e22f388001e79900;f16bd28f364c678054ea5c73651a668dfd68a5bc;9edc856edd53b45e9c6f84c2e65e1cc7;gugikgov.pl;;103.192.199.244;
0720d4b625951bb6c697bacd59f301dfb1a8d926ed654fb81797a7da32f5ce35;e6c7c2331ecc287b66910881e7e005b7695d9f65;a55712cf6bcf70d357dc232365089763;gunbgov.pl;;190.12.150.99;
f741c55254a7dd7b1481fa483cef153e885650b4c733eadfabfd3884816075e7;27c46b3a02b146bd82276c7e76e889f5076e28a7;51198e87745e12d2c46e1d1284ff1f48;ipngov.pl;;179.41.10.172;
203a30513a7755bda24bbf778c5763eb7fda7fa5a40b25e326d64b6844ac7e84;ead480dcde7c471a4c11a312d26539c8d6ce747c;74cda4f67e7d3b8e173b37c6d17d4840;kisgov.pl;;186.151.211.166;
15423c4a541f3697268b709b5d6fbe95d2d96c275a2377486112e552fa5af3fb;974dd0af8e9e52a3b83d0a929f42a2f124aa5408;c1fa419dda01dc91ed15bf95155c599a;kodujgov.pl;;154.221.34.177;
